ID,Similarity,A,B
108,1.7425496664,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","Automatically update the general ledger for commitment (pre-encumbrance), encumbrance, payment voucher, and payment  activities."
109,2.0001559377,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Provide for the recording of pre-encumbrances and encumbrances against all elements in the data classification structure.
110,1.6011566988,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Automatically reduce an encumbrance when an expenditure transaction is entered.
111,2.7533575658,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Automatically update the general ledger on-line and in batch as commitment (pre-encumbrance)s and encumbrances are  liquidated upon entry of encumbrances/expenditures or payables.
112,2.7745077962,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Provide ability to perform annual encumbrance and commitments reviews and close-outs at year end.
113,2.5875769495,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","Provide for assignment of unique pre-encumbrance and encumbrance document numbers, which are system-generated or  manually entered."
114,0.9077623386,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Accommodate the recording of: Pre-encumbered encumbrances.
115,0.995435184,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Accommodate the recording of: Non pre-encumbered encumbrances.
116,1.6589425459,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","Accommodate the recording of: Non-pre-encumbered/non-encumbered vendor invoices, with the appropriate security control."
117,2.7168936231,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Provide the ability to enter an invoice number with a minimum of 60 alphanumeric characters available.
118,2.2555261294,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Reject transactions for insufficient budget (users with the appropriate level of security having override ability).
119,2.6323989869,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Determine whether to reject disbursements if insufficient budget balance or allow payment despite lack of sufficient funds.
120,2.6602506899,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Provide the ability to flag an appropriation account so that no payments can be disbursed.
121,3.1216465512,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","For partial payments that the user indicates is a final payment, provide the automatic liquidation of outstanding encumbrance  balances for the invoice amount up to the outstanding encumbrance balance up to a threshold amount."
122,2.4017494528,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","Prevent duplicate payments by editing invoice numbers, Tax Id, and dollar amounts."
123,2.5162695517,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Prevent duplicate payments by editing invoice numbers (exclusive of leading zeros) and dollar amounts.
124,3.3923882148,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Provide the ability to override edits errors on duplicate payments based upon invoice or amounts to allow payments by  individuals with the appropriate security.
125,2.4484377519,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",Provide an indicator that determines if the duplicate invoice edit produces fatal (prevents posting) error or warning message.
126,3.1394942677,"Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","Provide the ability to automatically establish recurring payments with an end date and frequency (user defined), extension  capability, and the ability to modify chart of accounts coding."
