ID,Similarity,A,B
96,2.3360656353,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","1 Record billings, accounts receivables, and cash receipts."
97,3.1026187096,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","1 Provide ability to simultaneously work in multiple fiscal years (i.e., have periods open in two or more fiscal years at one time)."
98,2.5124360341,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","1 Provide an audit trail on all transactions, including user ID, date, and time."
99,1.9568301148,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",1 Establish default account distributions for each receivable.
100,2.7067906403,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",1 Capture expenditure data for billing purposes. (Integrate with project/accounting job costing system.).
101,2.7441847021,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","2 Provide a central file for storing all customer-related information (e.g., name, address, contact, etc.)."
102,1.346852579,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",2 Provide ability to create user-defined customer types.
103,2.3358245608,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","2 Provide ability to bill, track and collect for 'one-time' customers."
104,1.3387651294,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",2 Provide ability to purge inactive customers based upon Agency/Department defined parameters.
105,1.8806123906,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",2 Provide ability to deactivate and reactivate customers with appropriate security and control.
106,3.3305981572,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple addresses per  customer."
107,3.5077068474,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: Multiple contact  names and numbers per customer."
108,3.2844698335,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","2 Provide ability to record customer information by agency in which users can track organization specific information regarding  customer based upon Agency/Department defined security rules, including but not limited to the following: At least 20 user- definable fields per customer."
109,3.1930963903,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",2 Provide ability to capture and retain a tax ID number associated with receivable customers.
110,1.9318091474,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.",2 Provide ability to prevent duplicate customer numbers based on user-defined criteria.
111,3.4530866182,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Enter multiple invoice lines per invoice."
112,3.6101656047,"0 Accumulate and display monthly, year-to-date (calendar or fiscal year), and inception-to-date (for lifetime of vendor) figures for:  Payments to vendor, by contract, contract type, invoice, account.","3 Provide ability to generate customer invoices and provides defaults by agency and/or organizational sub-level, including but not  limited to the following: Track, at minimum: item, description (up to 256 characters), quantity, unit cost, unit of measure, and  extended amount."
